id_entrada,id_fonte,data_entrada,texto_entrada,emocao_rotulada,comprimento_texto
958,2,2026-05-31,teresa finally called back and it took her all of 10 minutes to get worked up again. I'm a about sick of this yeast and bi-polar  BS. I'll just handle it like the last 27 years. These autumn/holidays annual depressions are so predictable. She was rewriting history again. I wish she would quit taking every subtle difference of opinion as a personalttack!,Angry,355
959,2,2026-05-31,god gives me a sense of comfort and hope throughout the days.,Satisfied,61
960,2,2026-05-31,Sleeping makes me feel energized and prepared for the next things to come. Which makes me less anxious overall.,Calm,111
961,2,2026-05-31,We all enjoy a family meal together and talk about our day.,Calm,59
962,2,2026-05-31,"Work has been so busy, I find it hard to keep up and manage. I cannot wait until my vacation in December - I need the time off badly.",Anxious,133
963,2,2026-05-31,Having faith keeps me feeling steady and in a good mood.,Calm,56
964,2,2026-05-31,Recovering from a surgery and feels great to be healthy.,Calm,56
965,2,2026-05-31,Took my wife to dinner last night to celebrate my accomplishments. It felt great to finally have the time to spend with her.,Excited,124
966,2,2026-05-31,"We stopped and got fast food for dinner, which we NEVER do, so it was a treat!",Excited,78
967,2,2026-05-31,"My husband is out of town for a couple of days...I don't like it when he needs to leave (to take care of our cottage); I am more productive when he is here (odd, I know, but I tend to be rather aimless when he is gone, at least on the first day.) But we talked in the evening and that settled me, and he is coming home today, so feeling more upbeat.",Bored,349
968,2,2026-05-31,Dinner time is usually at 6pm and there was nothing available to make a complete meal. It made me feel anxious trying to find something for everyone when there was nothing as far as meat to cook because the meat was frozen. Everyone wound up having individual meals like sandwiches or noodles. to find something to cook for everyone in a short time. Another family member said they were going to make the dinner but by time 6pm was coming closer I did not,Anxious,455
969,2,2026-05-31,Praying to God is something a do daily. It brings a calmness and acceptance of things. It is my way of appreciating all the blessings that come my way.,Calm,151
970,2,2026-05-31,"Went to work out at the gym and it was leg day, liked the time i spent.",Happy,71
971,2,2026-05-31,Exercise is important part of my life because it helps with stress from work.,Happy,77
972,2,2026-05-31,Again as a government employee I'm at home a lot more than normal.  I'm trying to find the best use of my time and have ensured I stay physically active.  This keeps my confidence and self-esteem at high levels.,Excited,211
973,2,2026-05-31,"My special other is always so supportive under any circumstances, but he was so sweet when I shared with him about my article. Next thing I knew a bouquet of my favorite flowers arrived with the most beautiful note about how proud of me he was and he brought over a very special bottle of champagne last night!",Happy,310
974,2,2026-05-31,"I have been having a good work week. First, there is plenty of work and somehow I am actually getting it done and making a little money.",Happy,136
975,2,2026-05-31,"I was at work for most of yesterday and was fairly busy. I was anxious to meet a deadline; however, the work was mind numbing data entry stuff. It took up the bulk of my time and mental energy.",Anxious,193
976,2,2026-05-31,"My husband and I worked on painting our new home last night. We spent about 4 hours together just laughing, cracking jokes, catching up on life. It was refreshing and brought us closer.",Calm,185
977,2,2026-05-31,"Arriving to work, feeling calm, however, felt anxious about the amount of work needing to be accomplished for the day. I felt I could get it all done and feel I had accomplished my goal for the day.",Anxious,198
978,2,2026-05-31,"After a day of ""work"" I had a friend over for dinner. Music;blues, cooking with a friend and enjoying our preperations was fulfilling ;)",Happy,136
979,2,2026-05-31,"A discussion with my daughter about having her spend more time in my home, working from her computer. It was important to me because I could help her with some of her bad habits. I will be proud to do so and happy that she is considering doing it.",Excited,247
980,2,2026-05-31,"It was just a walk in the park with my dogs, but the air has started to change here, it is gloomy but charged, like it's just about to rain, and because the weather was dreary, we had the park to ourselves. Nice time for reflection.",Calm,232
981,2,2026-05-31,"I pray every morning, but today was different. This morning when I was praying I felt a sense of relief. Relief that I have been asking for in my prayers. There has been so much turmoil in my life lately. My Mom recently passed away after a long sickness in which I had cared for her. That started about 5 yearrs ago. I am still trying to find my new normal. Not having her here everyday is very strange, and sad at the same time. I find extreme comfort in praying. Today one of my prayers were definitely answered. Thank you God.",Satisfied,530
982,2,2026-05-31,"I'm working on a short story in my free time. I find it very difficult, but am chipping away at it. I spent about a half hour on it yesterday. I'm not sure I improved it at all or added much, but I'm glad I'm staying close to the piece.",Anxious,236
983,2,2026-05-31,"Yesterday I went for a walk with my 2 kids and my 2 dogs. My 2-year old did great, she usually is difficult but this time she kept up and held my hand almost the whole time. The 7-month old fell asleep. Both dogs were well-behaved.",Happy,231
984,2,2026-05-31,My whole day is ruined if I don't sleep properly so making sure I go to bed on time and be well rested is super important.,Calm,122
985,2,2026-05-31,Yesterday I got the best sleep of my life. I finally caught up on some much needed sleep and feel refreshed and ready to go.,Calm,124
986,2,2026-05-31,Yesterday was a busy work day.  We've nearly completed preparations for our holiday display.,Satisfied,92
987,2,2026-05-31,I had a great nigiht’s sleep yesterday night. I haven’t been sleeping well lately so it really made me appreciate the importance of sleeping well. I slept for at least five hours straight through without awakening once. I felt very rested after the great night’s sleep and sense of peace and calm.,Calm,297
988,2,2026-05-31,"I had a delicious burger from Applebee's for lunch. I was really looking forward to it, and it was great.",Calm,105
989,2,2026-05-31,"I was able to catch up with a couple friends on Facebook yesterday. We don't always get to talk as often as we would like, but they commented on a post I made, and we had a really nice chat.",Calm,190
990,2,2026-05-31,"In addition to school, I finished my work in our center. I emailed lots of people, and they responded positively.",Satisfied,113
